Lectin Name,Short Names,UniProt ID,PDB IDs,LfDB IDs,Monosaccharide Specificities,Species,Taxonomy ID,MCAW IDs
Erythritol/L-threitol dehydrogenase,,A0QXD8,,,,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),246196,
Erythritol/L-threitol-binding protein,,A0QXD9,,,,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),246196,
Erythroagglutinating phytohemagglutinin,,P05088,"[""3WCR"",""3WCS"",""3WOG"",""5AVA""]",,,Phaseolus vulgaris,3885,
Erythrocyte binding antigen 140,,Q8WS31,"[""4GF2"",""4JNO""]",,,Plasmodium falciparum,5833,
Evolved beta-galactosidase subunit alpha,,P06864,,,,Escherichia coli (strain K12),83333,
Exo-beta-D-glucosaminidase,,Q56F26,"[""2VZO"",""2VZP"",""2VZQ"",""2VZR"",""2VZS"",""2VZT"",""2VZU"",""2VZV"",""2X05"",""2X09""]",,,Amycolatopsis orientalis,31958,
Exoglucanase XynX,,P38535,,,,Acetivibrio thermocellus,1515,
Extracellular exo-alpha-L-arabinofuranosidase,,O54161,"[""3WMY"",""3WMZ"",""3WN0"",""3WN1"",""3WN2""]",,,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),100226,
Extracellular exo-alpha-L-arabinofuranosidase,,P96463,,,,Streptomyces lividans,1916,
Extracellular protein 6,,B3VBK9,"[""4B8V"",""4B9H""]",,,Passalora fulva,5499,
F-box only protein 2,,Q9UK22,,,,Homo sapiens,9606,
F-box only protein 2,,Q80UW2,"[""1UMH"",""1UMI"",""2E31"",""2E32"",""2E33"",""2RJ2"",""5B4N""]",,,Mus musculus,10090,
F-box only protein 2,,Q17QK6,,,,Bos taurus,9913,
F-box only protein 6,,Q9QZN4,,,,Mus musculus,10090,
F-box only protein 6,,Q9NRD1,,,,Homo sapiens,9606,
F-box only protein 6,,Q923V4,,,,Rattus norvegicus,10116,
F-box protein PP2-A11,,Q9CAN4,,,,Arabidopsis thaliana,3702,
F-box protein PP2-A12,,Q9LN77,,,,Arabidopsis thaliana,3702,
F-box protein PP2-A14,,Q9FJ80,,,,Arabidopsis thaliana,3702,
F-box protein PP2-A15,,Q9LF92,,,,Arabidopsis thaliana,3702,
F-box protein PP2-B1,,Q6NPT8,,,,Arabidopsis thaliana,3702,
F-box protein PP2-B10,,Q9ZVQ6,,,,Arabidopsis thaliana,3702,
F-box protein PP2-B11,,Q949S5,,,,Arabidopsis thaliana,3702,
F-box protein PP2-B13,,Q9C7J9,,,,Arabidopsis thaliana,3702,
F-box protein PP2-B15,,O80494,,,,Arabidopsis thaliana,3702,
F-box protein PP2-B5,,Q9ZVR1,,,,Arabidopsis thaliana,3702,
F-box protein PP2-B7,,Q9ZVQ9,,,,Arabidopsis thaliana,3702,
F-box protein VBF,,Q9C7K0,,,,Arabidopsis thaliana,3702,
F17a-G fimbrial adhesin,,Q99003,"[""1O9V"",""1O9W"",""1O9Z"",""1ZPL"",""2BSC"",""3F64"",""3F6J""]",,,Escherichia coli,562,
F17b-G fimbrial adhesin,,Q47200,"[""2BS7"",""2BS8"",""3FFO"",""4K0O""]",,,Escherichia coli,562,
F17c-G fimbrial adhesin,,Q47033,,,,Escherichia coli,562,
F17d-G fimbrial adhesin,,Q47199,,,,Escherichia coli,562,
F17e-G fimbrial adhesin,,Q9RH92,"[""2BSB""]",,,Escherichia coli,562,
F17f-G fimbrial adhesin,,Q9RH91,"[""1ZK5""]",,,Escherichia coli,562,
F17g-G fimbrial adhesin,,Q47341,"[""1OIO""]",,,Escherichia coli,562,
FBP32,,Q2LK81,"[""3CQO""]",,,Morone saxatilis,34816,
FRAS1-related extracellular matrix protein 1,,Q684R7,,,,Mus musculus,10090,
FRAS1-related extracellular matrix protein 1,,Q5H8C1,,,,Homo sapiens,9606,
Favin,,P02871,"[""2B7Y""]",,,Vicia faba,3906,
Fc fragment of IgE receptor II,,E1BIQ4,"[""6PWR"",""6PWS"",""6PWT""]",,,Bos taurus,9913,
Fiber,,E7CH51,"[""5N83"",""5N8D"",""5NBH"",""5NC1""]",,,Murine adenovirus 2,931972,
Fiber,,Q2TLC1,"[""3ZPE"",""3ZPF"",""4D62"",""4D63""]",,,Avirulent turkey hemorrhagic enteritis virus,318490,
Fiber,,A4ZKM1,"[""5TX1"",""6FJN"",""6FJO"",""6FJP"",""6QU6"",""6QU8""]",,,Human adenovirus 26,46928,
Fiber knob domain (Fragment),,Q0GF90,"[""4CW8""]",,,Turkey adenovirus 3,41678,
Fiber protein,,Q65914,"[""2J1K"",""2J2J"",""2W9L"",""2WBV""]",,,Canine adenovirus serotype 2 (strain Toronto A 26-61),69152,
Fiber-1,,A0MK70,"[""4XL8"",""6G47""]",,,Human adenovirus 52,332179,
Fibrinogen C domain-containing protein 1,,Q8N539,"[""4M7F"",""4M7H"",""6ZQR"",""6ZQX"",""6ZQY"",""6ZR0"",""6ZR3"",""6ZR4""]",,,Homo sapiens,9606,
Ficolin-1,,Q9WTS8,,,,Rattus norvegicus,10116,
Ficolin-1,,Q29042,,,,Sus scrofa,9823,
Ficolin-1,,O00602,"[""2D39"",""2JHH"",""2JHI"",""2JHK"",""2JHL"",""2JHM"",""2WNP""]",,,Homo sapiens,9606,"[""3259"",""3262"",""3264""]"
Ficolin-1-A,,Q7ZT75,,,,Xenopus laevis,8355,
Ficolin-1-B,,Q7ZT72,,,,Xenopus laevis,8355,
Ficolin-2,,Q15485,"[""2J0G"",""2J0H"",""2J0Y"",""2J1G"",""2J2P"",""2J3F"",""2J3G"",""2J3O"",""2J3U"",""2J61"",""4NYT"",""4R9J"",""4R9T""]",,,Homo sapiens,9606,
Ficolin-2,,Q5I2E5,,,,Bos taurus,9913,
Ficolin-2,,P57756,,,,Rattus norvegicus,10116,
Ficolin-2,,Q29041,,,,Sus scrofa,9823,
Ficolin-3,,O75636,"[""2J5Z"",""2J60"",""2J64""]",,,Homo sapiens,9606,
FimH,,Q9S497,"[""3MCY""]",,,Escherichia coli,562,
FimH (Fragment),,A2IC68,"[""3ZPD"",""4BUQ"",""4CA4""]",,,Escherichia coli,562,
FimH protein,,A0A454AB91,,,,Escherichia coli O6:K15:H31 (strain 536 / UPEC),362663,
Fimbrial adhesin PapGI,,P13720,,,,Escherichia coli,562,
Fimbrial adhesin PapGII,,A0A0H2VAQ6,,,,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),199310,
Fimbrial adhesin PapGII,,Q47450,"[""1J8R"",""1J8S"",""3ME0"",""6CD2"",""7LHG"",""7LHH"",""7LHI""]",,,Escherichia coli,562,
Fimbrial adhesin PapGIII,,P42188,,,,Escherichia coli,562,
Fimbrial protein MyfA,,P33406,"[""5LN8"",""5LND"",""5LO7""]",,,Yersinia enterocolitica,630,
Fish-egg lectin,,P68512,"[""4RUQ"",""4RUS""]",,,Cyprinus carpio,7962,
Flavastacin,,Q47899,,,,Elizabethkingia meningoseptica,238,
Flocculation protein FLO1,,P32768,"[""4LHL"",""4LHN""]",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,
Flocculation protein FLO5,,P38894,"[""2XJP"",""2XJQ"",""2XJR"",""2XJS"",""2XJT"",""2XJU"",""2XJV"",""4AHW"",""4AHX"",""4AHY"",""4AHZ"",""4AI0"",""4AI1"",""4AI2"",""4AI3""]",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,
Flocculin,,B3IUA8,"[""4GQ7""]",,,Saccharomyces pastorianus,27292,
Flocculin (Fragment),,B3IUB3,"[""4LHK""]",,,Saccharomyces pastorianus,27292,
Flt3 receptor-interacting lectin,,Q9ZTA9,"[""1QMO""]",,,Lablab purpureus,35936,
Fucolectin,"[""AAA""]",Q7SIC1,"[""1K12""]","[""LfDB0045""]","[""Fuc""]",Anguilla anguilla,7936,
Fucolectin-1,,Q9I931,,,,Anguilla japonica,7937,
Fucolectin-2,,Q9I930,,,,Anguilla japonica,7937,
Fucolectin-3,,Q9I929,,,,Anguilla japonica,7937,
Fucolectin-4,,Q9I928,,,,Anguilla japonica,7937,
Fucolectin-5,,Q9I927,,,,Anguilla japonica,7937,
Fucolectin-6,,Q9I926,,,,Anguilla japonica,7937,
Fucolectin-7,,Q9I925,,,,Anguilla japonica,7937,
Fucose-binding lectin,,A0A2T6C3M6,"[""6HTN""]",,,Kordia periserrulae,701523,
Fucose-binding lectin PA-IIL,,Q9HYN5,"[""1GZT"",""1OUR"",""1OUS"",""1OUX"",""1OVP"",""1OVS"",""1OXC"",""1UZV"",""1W8F"",""1W8H"",""2BOJ"",""2BP6"",""2JDH"",""2JDK"",""2JDM"",""2JDN"",""2JDP"",""2JDU"",""2JDY"",""2VUC"",""2VUD"",""3DCQ"",""3ZDV"",""4CE8"",""5A3O"",""5D2A"",""5HCH"",""5I8M"",""5I8X"",""5NES"",""5NEY"",""5NF0"",""5NGQ"",""6Q6W"",""6Q6X"",""6Q77"",""6Q79"",""6Q85"",""6Q86"",""6Q87"",""6Q8D"",""6Q8G"",""6Q8H"",""6R35"",""6S5P"",""6S5R"",""6S5S"",""6S7G"",""6Y0U"",""6Y0V"",""6Y0W"",""7NEF"",""7NEW""]",,,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),208964,"[""2408""]"
Fucose-binding lectin PA-IIL,,A0A0H2ZE85,"[""5A6Q"",""5A6X"",""5A6Y"",""5A6Z"",""5A70"",""5MAY"",""5MAZ"",""5MB1""]",,,Pseudomonas aeruginosa (strain UCBPP-PA14),208963,
Fucose-binding lectin protein,,Q8XXK6,"[""2BS6"",""2BT9"",""4CSD"",""6STZ"",""6SU0""]",,,Ralstonia solanacearum (strain GMI1000),267608,"[""2379"",""2404"",""3014"",""3015""]"
Fucose-specific lectin,,Q8NJT4,,,,Neosartorya fumigata,746128,
Fucose-specific lectin,"[""AOL""]",Q2UNX8,"[""5EO7"",""5EO8"",""5H47""]","[""LfDB0129""]","[""Fuc""]",Aspergillus oryzae (strain ATCC 42149 / RIB 40),510516,
Fucose-specific lectin,,Q4WW81,"[""4AGI"",""4AGT"",""4AH4"",""4AHA"",""4C1Y"",""4D4U"",""4D52"",""4UOU"",""6Z6C""]",,,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100),330879,"[""2381"",""3013"",""3021""]"
Fucose-specific lectin,"[""AAL""]",P18891,"[""1IUB"",""1IUC"",""1OFZ"",""5MXC"",""6GKE""]","[""LfDB0124""]","[""Fuc""]",Aleuria aurantia,5188,"[""3012""]"
Fucose-specific lectin,,D4AL26,,,,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371),663331,
Fucose-specific lectin,,Q8TGE0,,,,Aspergillus oryzae,5062,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g11280,,Q9SXB3,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300,,Q9SXB4,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g11303,,Q9SXB5,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330,,Q9SXB8,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410,,Q9LPZ3,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300,,Q9XID3,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61360,,O64784,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61370,,O64783,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61390,,O64781,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61400,,O64780,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61420,,O64778,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61430,,O64777,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61440,,O64776,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61460,,O64774,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61480,,O64771,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61490,,O64770,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61500,,Q9SYA0,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g61550,,Q9SY95,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At1g67520,,O64793,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,,O64477,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At4g03230,,Q9ZR08,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At4g11900,,Q9T058,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290,,O81832,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080,,Q9FLV4,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370,,O65238,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase B120,,O81906,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase CES101,,Q9LW83,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK1,,A0A075F7E9,,,,Oryza sativa subsp. indica,39946,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK1,,Q7FAZ3,,,,Oryza sativa subsp. japonica,39947,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,,Q7FAZ2,,,,Oryza sativa subsp. japonica,39947,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,,A2XQD3,,,,Oryza sativa subsp. indica,39946,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3,,Q0JEU6,,,,Oryza sativa subsp. japonica,39947,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3,,Q25AG3,,,,Oryza sativa subsp. indica,39946,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK4,,Q7FAZ0,,,,Oryza sativa subsp. japonica,39947,
G-type lectin S-receptor-like serine/threonine-protein kinase LECRK4,,Q25AG2,,,,Oryza sativa subsp. indica,39946,
G-type lectin S-receptor-like serine/threonine-protein kinase RKS1,,Q9ZT07,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase RLK1,,Q39202,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase SD1-1,,O81833,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase SD1-13,,Q9LPZ9,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase SD1-29,,O64782,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase SD2-2,,Q39203,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5,,Q8RWZ5,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase SD3-1,,P93756,,,,Arabidopsis thaliana,3702,
G-type lectin S-receptor-like serine/threonine-protein kinase SRK,,P0DH86,,,,Arabidopsis thaliana,3702,
GDH/6PGL endoplasmic bifunctional protein,,Q8CFX1,,,,Mus musculus,10090,
GDH/6PGL endoplasmic bifunctional protein,,O95479,,,,Homo sapiens,9606,
GM1b/asialo-GM1 oligosaccharide-binding R-type lectin,,A0A646QV53,"[""6LF1"",""6LF2""]",,,Mytilisepta virgata,2547956,
GSI-B4 isolectin (Fragment),"[""GS-I"",""GSL-I""]",Q8W1R6,"[""1GNZ"",""1HQL""]","[""LfDB0223""]","[""Gal""]",Griffonia simplicifolia,3850,
Galactose mutarotase,,Q5R8U1,,,,Pongo abelii,9601,
Galactose mutarotase,,Q8K157,,,,Mus musculus,10090,
Galactose mutarotase,,Q66HG4,,,,Rattus norvegicus,10116,
Galactose mutarotase,,Q96C23,"[""1SNZ"",""1SO0""]",,,Homo sapiens,9606,
Galactose mutarotase,,Q5EA79,,,,Bos taurus,9913,
Galactose mutarotase,,Q9GKX6,,,,Sus scrofa,9823,
Galactose-3-O-sulfotransferase 3,,Q96A11,,,,Homo sapiens,9606,
Galactose-binding lectin,,P02872,"[""1BZW"",""1CIW"",""1CQ9"",""1CR7"",""1QF3"",""1RIR"",""1RIT"",""1V6I"",""1V6J"",""1V6K"",""1V6L"",""1V6M"",""1V6N"",""1V6O"",""2DH1"",""2DV9"",""2DVA"",""2DVB"",""2DVD"",""2DVF"",""2DVG"",""2PEL"",""2TEP"",""6V95"",""6VAV"",""6VAW"",""6VC3"",""6VC4"",""6VGF""]",,,Arachis hypogaea,3818,
Galactose-binding lectin,,A4CYJ6,"[""3WMP"",""3WMQ"",""5X4A""]",,,Sinularia lochmodes,301888,
Galactose-binding lectin,,A0A0P0E482,"[""5VBK"",""6BFM""]",,,Mytilus californianus,6549,
Galactose-binding lectin,,H2FH31,"[""5DUY"",""5F8S"",""5F8W"",""5F8Y"",""5F90""]",,,Crenomytilus grayanus,151218,
Galactose-binding lectin l-1,,Q801X7,,,,Anguilla japonica,7937,
Galactose-binding lectin-2 (Fragment),,B3EWI0,,,,Aplysia kurodai,6501,
Galactose-inhibitable lectin (Fragment),,P33889,,,,Euphorbia marginata,28955,
Galactose-inhibitable lectin 170 kDa subunit,,P32022,,,,Entamoeba histolytica,5759,
Galactose-inhibitable lectin 35 kDa subunit,,Q03077,,,,Entamoeba histolytica,5759,
Galactose-specific lectin,,A0A2Z5WLM1,"[""6A56""]",,,Anthopleura japonica,67755,
Galactose-specific lectin (Fragments),,C0HK14,,,,Morus indica,248361,
Galactose-specific lectin nattectin,,Q66S03,,,,Thalassophryne nattereri,289382,
Galactose/N-acetylgalactosamine-binding lectin CEL-III,,Q868M7,"[""1VCL"",""2Z48"",""2Z49"",""3W9T""]",,,Cucumaria echinata,40245,
Galactoside-binding soluble lectin 13,,Q9UHV8,"[""5XG7"",""5XG8"",""5Y03"",""6A62"",""6A63"",""6A64"",""6A65"",""6A66"",""6KJW"",""6KJX"",""6KJY""]",,,Homo sapiens,9606,
Galectin,,F1NZ18,"[""5NLD"",""5NLE"",""5NLH"",""5NLZ"",""5NM1"",""5NM6"",""5NMJ""]",,,Gallus gallus,9031,
Galectin,,F1KZZ8,"[""4HL0""]",,,Ascaris suum,6253,
Galectin,"[""ACG""]",A0A2D0TCI3,"[""5XFD""]","[""LfDB0125""]","[""Gal""]",Agrocybe cylindracea,64608,
Galectin,,Q1W2P6,"[""4WVV"",""4WVW""]",,,Gallus gallus,9031,
Galectin,,Q9N384,"[""3VV1""]",,,Caenorhabditis elegans,6239,
Galectin (Fragment),,I0IV54,"[""4AGG"",""4AGR"",""4AGV""]",,,Cinachyrella sp. IRI35,1150987,
Galectin-1,,P16045,"[""4LBQ""]",,,Mus musculus,10090,"[""1704"",""1709"",""1722""]"
Galectin-1,,P81184,,,,Ovis aries,9940,
Galectin-1,,A8NSH0,,,,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003),240176,
Galectin-1,,Q49I35,,,,Sus scrofa,9823,
Galectin-1,"[""Galectin-1""]",P09382,"[""1GZW"",""1W6M"",""1W6N"",""1W6O"",""1W6P"",""1W6Q"",""2KM2"",""2ZKN"",""3OY8"",""3OYW"",""3T2T"",""3W58"",""3W59"",""4Q1P"",""4Q1R"",""4Q26"",""4Q27"",""4Q2F"",""4XBL"",""4Y1U"",""4Y1V"",""4Y1X"",""4Y1Y"",""4Y1Z"",""4Y20"",""4Y22"",""4Y24"",""5MWT"",""5MWX"",""6B94"",""6F83"",""6M5Y""]","[""LfDB0270""]",,Homo sapiens,9606,"[""1273"",""1290"",""1291"",""1292"",""1720"",""1723"",""1724"",""1725"",""295"",""296"",""2985"",""2989"",""2991"",""2992"",""2993"",""2996"",""416"",""417"",""5109""]"
Galectin-1,,C0HJR3,,,,Capra hircus,9925,
Galectin-1,,P11762,"[""3M2M"",""4GA9"",""4NO4""]",,,Rattus norvegicus,10116,
Galectin-1,,C0HJQ1,,,,Bubalus bubalis,89462,
Galectin-1,,P11116,"[""1SLA"",""1SLB"",""1SLC"",""1SLT""]",,,Bos taurus,9913,
Galectin-1,,P48538,,,,Cricetulus griseus,10029,
Galectin-1,,P56217,"[""1A78"",""1GAN""]",,,Rhinella arenarum,38577,
Galectin-1,,Q5R7M1,,,,Pongo abelii,9601,
Galectin-1 (Fragment),,P82447,,,,Podarcis hispanicus,74081,
Galectin-10,,Q05315,"[""1G86"",""1HDK"",""1LCL"",""1QKQ"",""5XRG"",""5XRH"",""5XRI"",""5XRJ"",""5XRK"",""5XRL"",""5XRM"",""5XRN"",""5XRO"",""5XRP"",""5YT4"",""6A1S"",""6A1T"",""6A1U"",""6A1V"",""6A1X"",""6A1Y"",""6GKQ"",""6GKS"",""6GKT"",""6GKU"",""6GLW"",""6GLX"",""6L64"",""6L67"",""6L68"",""6L6A"",""6L6B"",""6L6C"",""6L6D"",""6QRN""]",,,Homo sapiens,9606,
Galectin-10 (Fragment),,P79238,,,,Pongo pygmaeus,9600,
Galectin-10 (Fragment),,P97400,,,,Mus musculus,10090,
Galectin-12,,Q96DT0,,,,Homo sapiens,9606,
Galectin-12,,Q91VD1,,,,Mus musculus,10090,
Galectin-16,,A8MUM7,"[""6LJP"",""6LJQ"",""6LJR""]",,,Homo sapiens,9606,
Galectin-2,"[""Galectin-2 (Human)""]",P05162,"[""1HLC"",""5DG1"",""5DG2"",""5EWS""]","[""LfDB0055""]","[""Gal""]",Homo sapiens,9606,"[""5110""]"
Galectin-2,,Q9P4R8,"[""1UL9"",""1ULC"",""1ULD"",""1ULE"",""1ULF"",""1ULG"",""2WKK""]",,,Coprinopsis cinerea,5346,"[""2107"",""2108"",""5314"",""5356""]"
Galectin-2,,A8NSH3,,,,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003),240176,
Galectin-2,"[""Galectin-2 (Rat)""]",Q9Z144,,"[""LfDB0052""]",,Rattus norvegicus,10116,
Galectin-2,,Q9CQW5,,,,Mus musculus,10090,
Galectin-2 (Fragment),,Q29373,,,,Sus scrofa,9823,
Galectin-3,,P47953,,,,Cricetulus longicaudatus,10030,
Galectin-3,,Q83467,"[""2WST"",""2WSU"",""2WSV"",""2WT0"",""2WT1"",""2WT2""]",,,Porcine adenovirus B serotype 4,35267,
Galectin-3,,A8N3G7,,,,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003),240176,
Galectin-3,"[""Gal3"",""Galectin-3 (Human)""]",P17931,"[""1A3K"",""1KJL"",""1KJR"",""2NMN"",""2NMO"",""2NN8"",""2XG3"",""3AYA"",""3AYC"",""3AYD"",""3AYE"",""3T1L"",""3T1M"",""3ZSJ"",""3ZSK"",""3ZSL"",""3ZSM"",""4BLI"",""4BLJ"",""4BM8"",""4JC1"",""4JCK"",""4LBJ"",""4LBK"",""4LBL"",""4LBM"",""4LBN"",""4LBO"",""4R9A"",""4R9B"",""4R9C"",""4R9D"",""4RL7"",""4XBN"",""5E88"",""5E89"",""5E8A"",""5EXO"",""5H9P"",""5H9R"",""5IUQ"",""5NF7"",""5NF9"",""5NFA"",""5NFB"",""5NFC"",""5OAX"",""5ODY"",""6B8K"",""6EOG"",""6EOL"",""6EXY"",""6EYM"",""6F2Q"",""6F6Y"",""6FK2"",""6FOF"",""6G0V"",""6H64"",""6I74"",""6I75"",""6I76"",""6I77"",""6I78"",""6KXA"",""6KXB"",""6Q0Q"",""6Q17"",""6QGE"",""6QGF"",""6QLN"",""6QLO"",""6QLP"",""6QLQ"",""6QLR"",""6QLS"",""6QLT"",""6QLU"",""6RHL"",""6RHM"",""6RZF"",""6RZG"",""6RZH"",""6RZI"",""6RZJ"",""6RZK"",""6RZL"",""6RZM"",""6TF6"",""6TF7"",""6Y4C"",""6Y78"",""6ZVF"",""7BE3"",""7CXA"",""7DF5""]","[""LfDB0056"",""LfDB0065""]","[""Gal""]",Homo sapiens,9606,"[""103"",""104"",""106"",""107"",""108"",""115"",""116"",""5108""]"
Galectin-3,,Q206Z5,"[""2R0F"",""2R0H""]",,,Coprinopsis cinerea,5346,
Galectin-3,,P47845,,,,Oryctolagus cuniculus,9986,
Galectin-3,,P38486,,,,Canis lupus familiaris,9615,
Galectin-4,,Q3T0D6,,,,Bos taurus,9913,
Galectin-4,,Q29058,,,,Sus scrofa,9823,
Galectin-4,,P38552,,,,Rattus norvegicus,10116,
Galectin-4,,Q8K419,"[""2DYC"",""3I8T""]",,,Mus musculus,10090,"[""467""]"
Galectin-4,"[""Galectin-4""]",P56470,"[""1X50"",""4XZP"",""4YLZ"",""4YM0"",""4YM1"",""4YM2"",""4YM3"",""5CBL"",""5DUU"",""5DUV"",""5DUW"",""5DUX"",""6WAB""]","[""LfDB0272""]",,Homo sapiens,9606,"[""523""]"
Galectin-5,,P47967,"[""5JP5"",""5JPG""]",,,Rattus norvegicus,10116,
Galectin-6,,O54891,,,,Mus musculus,10090,
Galectin-7,,O54974,,,,Mus musculus,10090,
Galectin-7,"[""Galectin-7 (Human)""]",P47929,"[""1BKZ"",""2GAL"",""3GAL"",""3ZXE"",""3ZXF"",""4GAL"",""4UW3"",""4UW4"",""4UW5"",""4UW6"",""4XBQ"",""4Y26"",""5GAL"",""5H9Q"",""5H9S"",""6VTO"",""6VTP"",""6VTQ"",""6VTR"",""6VTS""]","[""LfDB0058""]","[""Gal""]",Homo sapiens,9606,"[""1461"",""1702"",""1703"",""1710"",""5107""]"
Galectin-7,,P97590,,,,Rattus norvegicus,10116,
Galectin-8,,Q9JL15,,,,Mus musculus,10090,
Galectin-8,,Q62665,,,,Rattus norvegicus,10116,
Galectin-8,"[""Galectin-8""]",O00214,"[""2YRO"",""2YV8"",""2YXS"",""3AP4"",""3AP5"",""3AP6"",""3AP7"",""3AP9"",""3APB"",""3OJB"",""3VKL"",""3VKM"",""3VKN"",""3VKO"",""4BMB"",""4BME"",""4FQZ"",""4GXL"",""4HAN"",""5GZC"",""5GZD"",""5GZE"",""5GZF"",""5GZG"",""5T7I"",""5T7S"",""5T7T"",""5T7U"",""5VWG"",""6W4Z"",""6Z6Y"",""7AEN"",""7ALS"",""7P1M""]","[""LfDB0273""]",,Homo sapiens,9606,"[""4565""]"
Galectin-9,,Q3MHZ8,,,,Bos taurus,9913,
Galectin-9,,P97840,,,,Rattus norvegicus,10116,
Galectin-9,,O08573,"[""2D6K"",""2D6L"",""2D6M"",""2D6N"",""2D6O"",""2D6P""]",,,Mus musculus,10090,
Galectin-9,"[""Galectin-9""]",O00182,"[""2EAK"",""2EAL"",""2YY1"",""2ZHK"",""2ZHL"",""2ZHM"",""2ZHN"",""3LSD"",""3LSE"",""3NV1"",""3NV2"",""3NV3"",""3NV4"",""3WLU"",""3WV6""]","[""LfDB0274""]",,Homo sapiens,9606,"[""1935"",""2987""]"
Galectin-9B,,Q3B8N2,,,,Homo sapiens,9606,
Galectin-9C,,Q6DKI2,,,,Homo sapiens,9606,
Galectin-related protein,,Q5ZHQ2,"[""5IT6""]",,,Gallus gallus,9031,
